Member_number,Date,itemDescription,Quality
3601,01-04-2015,whole milk,1
3176,25-05-2015,bottled beer,1
2568,22-07-2015,pork,1
1856,26-10-2015,root vegetables,1
3859,30-09-2015,canned beer,1
1668,21-08-2015,citrus fruit,1
4499,23-08-2015,pip fruit,1
1753,21-08-2015,root vegetables,1
3829,25-06-2015,tropical fruit,1
4825,08-01-2015,beef,1
3694,10-11-2015,chicken,1
4147,02-01-2015,citrus fruit,1
2196,09-10-2015,meat,1
2229,22-05-2015,cream cheese ,1
4724,03-09-2015,citrus fruit,1
3066,11-10-2015,specialty bar,1
1120,08-06-2015,meat,1
4769,22-08-2015,citrus fruit,1
4711,17-09-2015,frankfurter,1
2391,22-06-2015,citrus fruit,1
1216,04-03-2015,turkey,1
3154,14-05-2015,citrus fruit,1
3911,30-07-2015,sausage,1
3111,15-10-2015,newspapers,1
1385,26-11-2015,whole milk,1
1158,21-03-2015,yogurt,1
2733,22-07-2015,yogurt,1
4999,26-12-2015,bottled water,1
2882,12-06-2015,berries,1
2590,25-06-2015,packaged fruit/vegetables,1
4249,04-08-2015,frankfurter,1
3012,03-05-2015,nuts/prunes,1
1533,07-11-2015,citrus fruit,1
1667,12-01-2015,beef,1
4323,13-05-2015,whole milk,1
2087,22-02-2015,other vegetables,1
1853,31-05-2015,beef,1
2157,29-10-2015,fish,1
1136,29-10-2015,other vegetables,1
2049,07-10-2015,tropical fruit,1
3122,02-05-2015,coffee,1
2245,15-05-2015,sausage,1
4746,18-10-2015,meat,1
4224,24-02-2015,chicken,1
4219,19-03-2015,berries,1
2641,01-01-2015,frozen meals,1
3173,25-07-2015,whipped/sour cream,1
2191,19-10-2015,beef,1
4212,07-04-2015,chicken,1
1902,01-12-2015,chicken,1
1347,27-03-2015,beef,1
1578,23-06-2015,packaged fruit/vegetables,1
1264,23-11-2015,sugar,1
4632,30-09-2015,frankfurter,1
3452,01-11-2015,berries,1
4822,10-02-2015,bottled water,1
3987,18-06-2015,sausage,1
1672,07-10-2015,whole milk,1
4864,01-12-2015,ice cream,1
3368,09-03-2015,frankfurter,1
1283,22-09-2015,root vegetables,1
4428,28-06-2015,sausage,1
2577,25-10-2015,sausage,1
1973,24-10-2015,beef,1
3284,23-01-2015,fruit/vegetable juice,1
1905,19-05-2015,sugar,1
2226,09-03-2015,berries,1
1932,04-09-2015,yogurt,1
4506,11-08-2015,pork,1
1843,27-11-2015,bottled beer,1
3973,27-07-2015,curd,1
1651,28-07-2015,beef,1
3997,12-10-2015,pork,1
4796,25-08-2015,white bread,1
1245,24-09-2015,grapes,1
3579,17-08-2015,potato products,1
4387,10-02-2015,root vegetables,1
2496,29-06-2015,chicken,1
3590,28-03-2015,chicken,1
2890,26-04-2015,fish,1
1401,27-01-2015,canned beer,1
3297,21-05-2015,other vegetables,1
2867,23-12-2015,chicken,1
1365,20-05-2015,other vegetables,1
2355,24-07-2015,tropical fruit,1
1170,19-03-2015,whole milk,1
3554,21-03-2015,beef,1
4171,26-01-2015,sausage,1
3963,17-09-2015,whole milk,1
3076,08-12-2015,rolls/buns,1
1629,17-05-2015,citrus fruit,1
1366,30-05-2015,whole milk,1
3677,29-07-2015,pastry,1
2844,21-05-2015,tropical fruit,1
4509,28-09-2015,sliced cheese,1
3245,11-05-2015,soda,1
2294,22-06-2015,ham,1
1234,20-11-2015,salty snack,1
3001,24-12-2015,whole milk,1
3587,05-08-2015,root vegetables,1
2700,22-01-2015,soda,1
3838,14-12-2015,curd,1
4045,22-12-2015,bottled water,1
1858,25-04-2015,packaged fruit/vegetables,1
2280,11-01-2015,tropical fruit,1
2454,06-04-2015,ham,1
4437,09-10-2015,pork,1
1685,30-03-2015,beverages,1
2349,26-02-2015,sausage,1
1463,24-12-2015,sausage,1
3470,19-02-2015,root vegetables,1
4914,29-11-2015,whole milk,1
2448,31-08-2015,frankfurter,1
3387,10-05-2015,soda,1
3167,04-11-2015,soda,1
3175,17-03-2015,frankfurter,1
2678,21-09-2015,berries,1
4627,18-12-2015,canned beer,1
1773,17-10-2015,frankfurter,1
3100,23-05-2015,frankfurter,1
3232,29-05-2015,berries,1
3673,12-08-2015,frankfurter,1
4068,19-11-2015,newspapers,1
2340,07-10-2015,frozen fish,1
1930,01-03-2015,tropical fruit,1
3526,02-06-2015,beef,1
1617,10-02-2015,rolls/buns,1
1028,11-07-2015,specialty chocolate,1
4440,01-12-2015,sparkling wine,1
3554,23-07-2015,citrus fruit,1
1632,15-12-2015,onions,1
1429,07-02-2015,whole milk,1
1225,20-05-2015,photo/film,1
2509,15-07-2015,hamburger meat,1
4945,02-08-2015,other vegetables,1
4342,18-03-2015,whole milk,1
1832,28-09-2015,pork,1
1518,21-06-2015,tropical fruit,1
1512,20-09-2015,chicken,1
4818,20-03-2015,other vegetables,1
4686,19-08-2015,sausage,1
4986,01-02-2015,whole milk,1
2755,06-02-2015,rolls/buns,1
4532,29-11-2015,hygiene articles,1
2070,16-08-2015,ice cream,1
1894,09-05-2015,curd,1
3473,25-01-2015,whole milk,1
2140,28-09-2015,onions,1
3286,23-12-2015,finished products,1
4729,08-04-2015,salt,1
3204,20-02-2015,tropical fruit,1
1574,18-04-2015,other vegetables,1
3361,22-07-2015,chocolate,1
1776,25-02-2015,ice cream,1
2009,11-10-2015,tropical fruit,1
3479,24-03-2015,frankfurter,1
2394,22-11-2015,butter,1
1337,25-12-2015,other vegetables,1
3574,13-06-2015,tropical fruit,1
1727,18-07-2015,citrus fruit,1
1016,05-10-2015,UHT-milk,1
4326,21-01-2015,beef,1
2212,22-09-2015,curd,1
1990,01-08-2015,citrus fruit,1
3836,06-12-2015,yogurt,1
4560,01-07-2015,bottled beer,1
1119,04-02-2015,grapes,1
1379,18-05-2015,pork,1
1658,03-09-2015,sausage,1
2948,16-06-2015,frankfurter,1
1273,04-05-2015,artif. sweetener,1
1155,27-12-2015,frankfurter,1
1672,05-02-2015,pip fruit,1
3841,02-04-2015,frankfurter,1
1683,20-08-2015,whole milk,1
1774,07-08-2015,domestic eggs,1
4441,17-06-2015,packaged fruit/vegetables,1
1929,02-05-2015,chicken,1
1273,31-01-2015,pork,1
2920,11-10-2015,citrus fruit,1
2467,18-04-2015,light bulbs,1
2678,28-11-2015,cream cheese ,1
3423,02-06-2015,sausage,1
4223,19-07-2015,citrus fruit,1
2846,23-09-2015,other vegetables,1
4103,26-07-2015,chicken,1
4789,02-05-2015,ice cream,1
4916,26-02-2015,pork,1
2518,03-05-2015,pork,1
2622,07-03-2015,onions,1
4321,29-01-2015,tropical fruit,1
2050,28-06-2015,whipped/sour cream,1
2146,20-06-2015,berries,1
3938,26-05-2015,berries,1
1636,19-09-2015,rolls/buns,1
4694,29-07-2015,ice cream,1
2432,07-07-2015,coffee,1
4937,18-05-2015,whole milk,1
1293,01-03-2015,whole milk,1
2883,17-02-2015,citrus fruit,1
2267,30-01-2015,beef,1
3997,09-06-2015,pork,1
4792,20-07-2015,turkey,1
2292,25-03-2015,margarine,1
1018,23-05-2015,butter milk,1
4922,13-02-2015,beef,1
3151,25-09-2015,bottled water,1
2517,04-07-2015,pip fruit,1
1499,17-05-2015,whole milk,1
4993,21-01-2015,chocolate,1
1606,11-11-2015,frankfurter,1
2918,10-08-2015,whole milk,1
1815,13-01-2015,sausage,1
4524,05-07-2015,grapes,1
1395,11-06-2015,brown bread,1
3456,16-06-2015,root vegetables,1
1597,05-02-2015,UHT-milk,1
2315,02-05-2015,onions,1
4095,29-09-2015,beef,1
3680,24-11-2015,pork,1
2847,23-11-2015,canned beer,1
3426,25-10-2015,yogurt,1
4750,04-08-2015,yogurt,1
1384,09-08-2015,pip fruit,1
3120,09-08-2015,meat,1
1081,25-04-2015,coffee,1
1171,05-05-2015,bottled water,1
4932,08-07-2015,bottled beer,1
4189,11-09-2015,sausage,1
4455,09-09-2015,shopping bags,1
2928,11-02-2015,pork,1
4817,18-03-2015,frankfurter,1
4257,28-06-2015,ice cream,1
4254,20-07-2015,root vegetables,1
4071,19-09-2015,sausage,1
2109,28-10-2015,sausage,1
1412,05-07-2015,root vegetables,1
4088,23-09-2015,canned vegetables,1
4056,20-10-2015,tropical fruit,1
4441,05-05-2015,grapes,1
4363,01-07-2015,whole milk,1
2107,27-11-2015,frankfurter,1
2941,23-02-2015,dessert,1
1497,26-07-2015,shopping bags,1
2211,01-01-2015,butter,1
3510,02-01-2015,frankfurter,1
4074,27-05-2015,pork,1
3190,21-11-2015,whole milk,1
2297,01-03-2015,brown bread,1
3311,01-07-2015,frozen fish,1
3085,21-01-2015,soda,1
3693,16-11-2015,whole milk,1
4859,07-07-2015,pork,1
2125,25-06-2015,whipped/sour cream,1
2261,04-04-2015,frankfurter,1
3679,27-11-2015,grapes,1
4165,18-08-2015,sausage,1
3538,01-03-2015,citrus fruit,1
3913,19-02-2015,ham,1
2336,14-04-2015,chewing gum,1
3549,01-08-2015,beef,1
4434,21-09-2015,beef,1
2854,08-02-2015,other vegetables,1
3413,08-02-2015,frankfurter,1
1780,13-10-2015,canned fish,1
2899,06-09-2015,sausage,1
2106,13-08-2015,bottled water,1
3929,30-07-2015,specialty cheese,1
3857,01-10-2015,bottled water,1
4459,18-12-2015,bottled water,1
4551,28-07-2015,chicken,1
4042,17-12-2015,frankfurter,1
2599,06-05-2015,chicken,1
1045,25-11-2015,chicken,1
4677,24-01-2015,butter,1
1580,14-06-2015,citrus fruit,1
3269,07-10-2015,whipped/sour cream,1
4368,29-01-2015,frankfurter,1
1111,20-11-2015,beef,1
4841,13-09-2015,chicken,1
3047,07-09-2015,sausage,1
4349,14-03-2015,citrus fruit,1
3580,24-11-2015,ice cream,1
2370,18-07-2015,specialty chocolate,1
3094,28-06-2015,frankfurter,1
1146,12-09-2015,pork,1
2287,16-12-2015,UHT-milk,1
3911,23-08-2015,UHT-milk,1
4891,19-04-2015,cookware,1
4837,02-12-2015,citrus fruit,1
4464,21-10-2015,sausage,1
2940,18-10-2015,frankfurter,1
4972,06-02-2015,citrus fruit,1
4890,03-07-2015,ham,1
4295,17-07-2015,ham,1
2729,24-09-2015,bottled water,1
1125,19-11-2015,popcorn,1
1850,11-01-2015,tropical fruit,1
2928,22-09-2015,frankfurter,1
3717,30-05-2015,hamburger meat,1
3809,24-03-2015,soda,1
3437,02-02-2015,sausage,1
1481,17-01-2015,yogurt,1
1050,04-05-2015,meat,1
2918,16-03-2015,red/blush wine,1
4499,08-08-2015,UHT-milk,1
4117,06-01-2015,brown bread,1
1630,22-05-2015,semi-finished bread,1
3715,11-05-2015,whole milk,1
3512,17-11-2015,cat food,1
1197,27-04-2015,citrus fruit,1
3958,04-03-2015,citrus fruit,1
4890,14-09-2015,meat,1
3112,19-05-2015,rolls/buns,1
4502,22-11-2015,root vegetables,1
4719,01-06-2015,tropical fruit,1
1516,28-01-2015,brown bread,1
4281,18-10-2015,shopping bags,1
1566,30-04-2015,grapes,1
4641,29-11-2015,ham,1
2561,26-02-2015,root vegetables,1
2344,17-12-2015,ice cream,1
2643,21-04-2015,tropical fruit,1
3236,09-04-2015,finished products,1
4863,30-12-2015,dessert,1
2264,12-01-2015,sparkling wine,1
3168,20-03-2015,other vegetables,1
1282,18-11-2015,misc. beverages,1
2832,02-11-2015,other vegetables,1
3067,27-11-2015,misc. beverages,1
1847,17-04-2015,dessert,1
3525,14-02-2015,frankfurter,1
1231,14-10-2015,sausage,1
3471,28-03-2015,meat,1
2421,22-11-2015,sausage,1
4092,14-06-2015,onions,1
1577,16-03-2015,beef,1
3463,13-06-2015,pip fruit,1
3518,01-08-2015,ham,1
4325,14-10-2015,yogurt,1
4947,18-11-2015,citrus fruit,1
2194,11-01-2015,other vegetables,1
2868,20-03-2015,pork,1
3211,30-09-2015,bathroom cleaner,1
4537,01-01-2015,ham,1
2243,15-09-2015,grapes,1
2399,21-01-2015,pastry,1
4133,22-01-2015,citrus fruit,1
2937,17-06-2015,photo/film,1
1029,14-03-2015,dessert,1
4384,22-09-2015,citrus fruit,1
3756,22-07-2015,soda,1
1646,19-06-2015,chewing gum,1
3066,30-11-2015,root vegetables,1
1259,27-11-2015,pork,1
2245,28-01-2015,turkey,1
3289,01-03-2015,tropical fruit,1
3742,22-08-2015,sausage,1
4537,09-04-2015,sausage,1
4531,29-09-2015,pork,1
3764,05-10-2015,sausage,1
1581,13-08-2015,grapes,1
2859,11-02-2015,grapes,1
2175,06-03-2015,other vegetables,1
1301,03-11-2015,pot plants,1
3465,01-11-2015,bottled water,1
2203,27-06-2015,prosecco,1
2113,16-08-2015,UHT-milk,1
3072,26-01-2015,bottled water,1
2805,17-08-2015,rolls/buns,1
2511,14-07-2015,specialty chocolate,1
2120,26-01-2015,beef,1
2346,24-04-2015,tropical fruit,1
2071,14-10-2015,beef,1
2610,26-02-2015,rolls/buns,1
3489,18-11-2015,berries,1
3458,13-08-2015,sausage,1
4869,06-02-2015,chicken,1
2580,11-04-2015,sausage,1
3305,24-06-2015,shopping bags,1
3811,24-06-2015,canned beer,1
1782,16-08-2015,soda,1
3050,07-04-2015,yogurt,1
4924,14-09-2015,rolls/buns,1
1480,21-11-2015,rolls/buns,1
3508,15-08-2015,whole milk,1
2545,18-11-2015,citrus fruit,1
3638,06-06-2015,citrus fruit,1
3971,30-12-2015,brown bread,1
4536,06-04-2015,tropical fruit,1
2707,12-06-2015,frankfurter,1
1382,29-09-2015,coffee,1
4648,14-09-2015,ham,1
2699,18-04-2015,other vegetables,1
3119,05-02-2015,sausage,1
4695,09-09-2015,pork,1
4778,24-08-2015,citrus fruit,1
3451,26-04-2015,tropical fruit,1
2221,16-12-2015,other vegetables,1
4217,23-11-2015,pork,1
1334,07-06-2015,chicken,1
2499,22-11-2015,root vegetables,1
3585,21-07-2015,citrus fruit,1
3161,08-11-2015,fruit/vegetable juice,1
2434,06-06-2015,beef,1
4448,06-01-2015,frankfurter,1
4597,13-07-2015,frankfurter,1
4584,09-10-2015,beef,1
1606,10-03-2015,ham,1
3323,12-11-2015,shopping bags,1
1308,14-03-2015,pork,1
1331,07-10-2015,condensed milk,1
2386,30-01-2015,chicken,1
3910,28-02-2015,sausage,1
4274,01-08-2015,bottled beer,1
3101,21-01-2015,chicken,1
4416,23-12-2015,finished products,1
2375,09-12-2015,pork,1
1819,09-09-2015,root vegetables,1
3981,02-10-2015,domestic eggs,1
3553,01-06-2015,domestic eggs,1
3846,28-01-2015,bottled water,1
3037,23-02-2015,cling film/bags,1
3469,09-02-2015,other vegetables,1
1601,09-12-2015,whole milk,1
4040,03-03-2015,sausage,1
3926,07-06-2015,sausage,1
4201,14-10-2015,tropical fruit,1
4274,30-09-2015,frankfurter,1
2665,13-04-2015,frozen potato products,1
3153,08-10-2015,frankfurter,1
2691,07-09-2015,frankfurter,1
4022,31-07-2015,chicken,1
3716,10-11-2015,tropical fruit,1
4537,12-10-2015,bottled beer,1
4875,11-06-2015,citrus fruit,1
3822,25-09-2015,hamburger meat,1
3609,12-12-2015,chicken,1
4428,23-08-2015,pork,1
3947,16-04-2015,rolls/buns,1
2448,17-08-2015,bottled water,1
2688,11-04-2015,sausage,1
3764,24-07-2015,frozen potato products,1
4523,24-08-2015,frankfurter,1
3698,30-08-2015,sausage,1
3898,21-08-2015,tropical fruit,1
1761,02-10-2015,bottled beer,1
2689,11-01-2015,bottled beer,1
1627,11-04-2015,rolls/buns,1
4629,16-11-2015,citrus fruit,1
2790,30-12-2015,yogurt,1
4496,23-01-2015,turkey,1
1934,27-02-2015,soda,1
2513,12-02-2015,canned beer,1
3298,28-01-2015,canned beer,1
4214,20-03-2015,sausage,1
2480,14-08-2015,pork,1
4962,29-03-2015,Instant food products,1
3960,20-06-2015,frankfurter,1
2074,23-01-2015,oil,1
2625,03-10-2015,chicken,1
1557,04-08-2015,beef,1
2007,28-08-2015,dessert,1
2120,07-10-2015,pork,1
4289,08-09-2015,curd,1
2356,31-01-2015,chicken,1
4301,30-09-2015,whipped/sour cream,1
2950,07-02-2015,frankfurter,1
2263,02-07-2015,frankfurter,1
3186,25-11-2015,liver loaf,1
2655,01-07-2015,pork,1
1491,18-06-2015,frankfurter,1
2069,10-02-2015,pork,1
3012,20-09-2015,pork,1
2681,24-02-2015,soda,1
4144,06-11-2015,root vegetables,1
3919,07-10-2015,whipped/sour cream,1
2777,01-06-2015,chocolate,1
4119,09-05-2015,whole milk,1
3597,23-06-2015,pork,1
2110,15-05-2015,coffee,1
3523,19-04-2015,rolls/buns,1
3364,14-09-2015,citrus fruit,1
3759,08-09-2015,citrus fruit,1
4014,15-11-2015,soda,1
3140,27-08-2015,cream cheese ,1
2787,24-06-2015,soda,1
2525,16-11-2015,chicken,1
2555,05-12-2015,frozen fish,1
2419,07-04-2015,sausage,1
4257,21-08-2015,beef,1
4267,16-06-2015,ham,1
2364,08-09-2015,chicken,1
4008,04-05-2015,herbs,1
1231,28-06-2015,grapes,1
1651,06-05-2015,tropical fruit,1
1371,11-05-2015,frankfurter,1
2501,09-09-2015,onions,1
1467,02-05-2015,sausage,1
1015,04-05-2015,citrus fruit,1
4697,10-02-2015,hamburger meat,1
2727,30-09-2015,frankfurter,1
3592,10-06-2015,sausage,1
1279,19-07-2015,root vegetables,1
1708,02-04-2015,oil,1
2305,05-01-2015,canned beer,1
3294,03-07-2015,newspapers,1
4147,16-09-2015,pip fruit,1
3850,03-09-2015,coffee,1
1624,22-12-2015,red/blush wine,1
3023,06-05-2015,onions,1
2771,26-08-2015,frankfurter,1
1144,01-04-2015,meat,1
3938,18-05-2015,whole milk,1
4180,07-09-2015,dessert,1
1053,09-07-2015,hamburger meat,1
2671,27-07-2015,chewing gum,1
2001,09-09-2015,bottled water,1
2095,29-09-2015,beverages,1
3245,08-12-2015,whole milk,1
4878,18-04-2015,citrus fruit,1
3489,09-03-2015,tropical fruit,1
3300,25-07-2015,cat food,1
3090,14-02-2015,whole milk,1
4441,18-02-2015,soda,1
1242,18-05-2015,sausage,1
1190,11-06-2015,root vegetables,1
1983,06-07-2015,berries,1
1872,24-08-2015,other vegetables,1
4291,09-12-2015,sausage,1
4400,11-12-2015,beverages,1
1628,05-02-2015,chicken,1
1345,21-03-2015,whole milk,1
2732,02-04-2015,sausage,1
3410,29-10-2015,ham,1
1920,09-02-2015,whole milk,1
3241,20-09-2015,root vegetables,1
2962,26-04-2015,citrus fruit,1
2492,10-04-2015,frankfurter,1
2416,05-11-2015,ice cream,1
1538,08-03-2015,sausage,1
3801,23-10-2015,root vegetables,1
3202,29-09-2015,ham,1
4471,28-02-2015,coffee,1
4939,14-10-2015,citrus fruit,1
2575,13-03-2015,pot plants,1
4419,23-12-2015,other vegetables,1
4217,01-12-2015,whole milk,1
1968,10-01-2015,zwieback,1
3084,12-08-2015,chicken,1
4807,18-06-2015,butter,1
4781,22-11-2015,ham,1
2432,06-10-2015,whole milk,1
2951,05-09-2015,citrus fruit,1
1452,09-05-2015,ham,1
1603,23-07-2015,canned beer,1
4727,21-11-2015,frankfurter,1
4751,19-11-2015,chicken,1
4296,24-01-2015,frankfurter,1
2555,11-11-2015,bottled beer,1
1416,20-06-2015,other vegetables,1
1919,18-08-2015,frozen potato products,1
2069,02-07-2015,chicken,1
4509,23-07-2015,sausage,1
4864,22-07-2015,canned beer,1
1575,04-01-2015,yogurt,1
2969,28-09-2015,frozen meals,1
4301,20-12-2015,canned fruit,1
3855,02-12-2015,butter,1
3202,16-04-2015,yogurt,1
2167,14-03-2015,citrus fruit,1
4148,07-01-2015,meat,1
2517,28-01-2015,root vegetables,1
2840,24-03-2015,frankfurter,1
1212,19-06-2015,tropical fruit,1
2735,01-06-2015,yogurt,1
1212,31-07-2015,root vegetables,1
1324,26-03-2015,yogurt,1
2431,29-06-2015,oil,1
4526,08-06-2015,citrus fruit,1
1662,12-06-2015,beef,1
3802,15-10-2015,citrus fruit,1
2532,08-01-2015,dessert,1
1316,26-03-2015,curd,1
2304,01-07-2015,bottled water,1
1955,13-02-2015,sausage,1
2243,31-01-2015,herbs,1
3859,03-08-2015,dog food,1
3156,02-08-2015,packaged fruit/vegetables,1
4605,23-10-2015,frankfurter,1
1864,27-09-2015,finished products,1
4102,13-05-2015,oil,1
4835,22-05-2015,curd,1
1668,14-03-2015,herbs,1
3130,02-05-2015,sausage,1
1110,20-11-2015,whole milk,1
2240,07-07-2015,sausage,1
4647,17-02-2015,soda,1
3872,07-02-2015,whole milk,1
3184,24-10-2015,root vegetables,1
4623,08-07-2015,sugar,1
2111,25-02-2015,cream cheese ,1
3068,19-06-2015,other vegetables,1
4533,21-05-2015,frozen fruits,1
3926,30-06-2015,whipped/sour cream,1
1605,18-06-2015,yogurt,1
4468,15-06-2015,pork,1
2041,24-09-2015,grapes,1
3835,11-05-2015,whole milk,1
3601,03-02-2015,sausage,1
2307,29-06-2015,canned beer,1
1767,18-04-2015,meat,1
4251,21-12-2015,soda,1
1365,02-11-2015,bottled beer,1
1665,11-04-2015,whole milk,1
2447,25-06-2015,chicken,1
4825,05-09-2015,pip fruit,1
4844,23-02-2015,pork,1
3319,03-03-2015,oil,1
2536,07-11-2015,whole milk,1
1857,10-08-2015,pip fruit,1
4133,27-07-2015,root vegetables,1
2128,20-06-2015,ham,1
1793,24-09-2015,ice cream,1
3445,15-02-2015,sausage,1
2041,17-07-2015,detergent,1
1178,23-03-2015,oil,1
2080,21-04-2015,tropical fruit,1
1928,17-09-2015,photo/film,1
2884,08-05-2015,UHT-milk,1
3532,25-01-2015,meat,1
1892,20-11-2015,grapes,1
2880,03-11-2015,liver loaf,1
2033,14-02-2015,beef,1
3176,17-01-2015,root vegetables,1
3768,16-01-2015,pork,1
3404,07-12-2015,butter milk,1
3891,22-11-2015,brown bread,1
2974,26-12-2015,herbs,1
3831,07-03-2015,newspapers,1
1924,02-03-2015,brandy,1
4182,21-08-2015,pastry,1
1811,24-05-2015,beverages,1
1283,13-11-2015,UHT-milk,1
2154,15-03-2015,cream cheese ,1
4543,23-10-2015,rolls/buns,1
4642,03-12-2015,rolls/buns,1
2360,18-02-2015,rolls/buns,1
3231,31-03-2015,sausage,1
1356,08-09-2015,hard cheese,1
4895,10-08-2015,canned beer,1
3390,01-12-2015,canned beer,1
4495,06-03-2015,citrus fruit,1
1202,22-04-2015,yogurt,1
1811,23-09-2015,yogurt,1
4996,20-02-2015,salty snack,1
3291,02-08-2015,tropical fruit,1
1878,27-11-2015,citrus fruit,1
1483,27-06-2015,rolls/buns,1
4683,23-09-2015,whipped/sour cream,1
4386,08-09-2015,citrus fruit,1
4825,15-11-2015,butter milk,1
2549,13-05-2015,other vegetables,1
4965,11-10-2015,canned beer,1
3251,10-09-2015,soda,1
4932,20-11-2015,tropical fruit,1
3986,23-07-2015,coffee,1
1616,19-01-2015,ham,1
1239,02-07-2015,whipped/sour cream,1
4993,09-02-2015,citrus fruit,1
2762,18-12-2015,dessert,1
1035,08-09-2015,whole milk,1
4717,16-05-2015,canned beer,1
4662,17-11-2015,rolls/buns,1
4267,10-10-2015,fish,1
3500,18-01-2015,meat,1
4866,21-08-2015,sausage,1
2492,18-06-2015,other vegetables,1
1044,09-02-2015,tropical fruit,1
2070,19-12-2015,baby cosmetics,1
3761,06-08-2015,citrus fruit,1
1145,07-10-2015,tropical fruit,1
3324,06-06-2015,spices,1
4455,26-12-2015,sausage,1
3465,30-07-2015,sausage,1
3940,16-01-2015,beef,1
4934,31-10-2015,canned beer,1
3793,22-01-2015,canned beer,1
2956,02-12-2015,rolls/buns,1
3662,20-07-2015,whole milk,1
3755,14-04-2015,root vegetables,1
4173,11-05-2015,yogurt,1
3353,06-03-2015,onions,1
2193,03-09-2015,hamburger meat,1
2086,02-06-2015,napkins,1
1570,20-03-2015,other vegetables,1
1233,31-07-2015,chicken,1
4647,30-01-2015,meat,1
3178,03-01-2015,rolls/buns,1
2765,04-09-2015,butter,1
