,TRANSACTION_DT,CUSTOMER_ID,AGE_GROUP,PIN_CODE,PRODUCT_SUBCLASS,PRODUCT_ID,AMOUNT,ASSET,SALES_PRICE
411,2/25/2001,1830200,60-64,221,110118,4710012142136,1,31,38
412,2/8/2001,298957,35-39,110,100212,4711481025197,1,19,25
413,11/26/2000,2012766,30-34,221,110411,4710085172696,1,20,25
414,1/22/2001,1624304,35-39,115,520452,4711713490359,1,235,325
415,2/17/2001,1553048,40-44,110,100440,4710160001033,1,84,96
416,11/26/2000,2140308,35-39,114,110114,8424421111381,1,266,338
417,11/5/2000,1160604,45-49,221,100301,70450020873,1,75,95
418,12/12/2000,1463903,40-44,110,100213,4710247006227,1,53,59
419,1/20/2001,1978599,35-39,221,500311,4710466103073,1,50,65
420,2/6/2001,2152097,25-29,Others,110123,4711856020208,1,9,10
421,11/23/2000,48590,50-54,221,110108,4710088620156,2,148,156
422,12/3/2000,1494662,30-34,221,760561,4719111313102,2,40,55
423,1/30/2001,2108599,,Unknown,100205,4710126011144,1,60,68
424,1/20/2001,2112589,60-64,115,110118,4710012131130,2,70,84
425,12/5/2000,205207,30-34,221,730708,4965736040651,1,10,15
426,1/17/2001,128575,50-54,221,120110,4710011417099,1,18,23
427,1/2/2001,1928525,30-34,221,530116,4710094014857,2,208,186
428,12/12/2000,2015491,40-44,Others,110106,4711271000014,2,28,18
429,1/10/2001,1641912,25-29,115,120106,4710321861186,1,21,25
430,2/6/2001,1833959,40-44,221,120106,4710126092617,1,27,34
431,2/24/2001,1683080,35-39,115,120112,4710885674802,1,33,40
432,1/14/2001,1471168,40-44,110,110508,9300644131735,1,24,34
433,12/10/2000,955003,25-29,221,110401,79763251158,1,62,65
434,1/22/2001,1523065,25-29,221,110136,4710254049521,3,93,105
435,2/28/2001,1532685,35-39,115,110217,4712162000120,1,197,220
436,2/21/2001,383585,40-44,115,530110,4902430491525,1,232,182
437,1/21/2001,1104318,45-49,Others,760548,4718030101166,1,17,33
438,2/16/2001,2058603,35-39,110,120103,4710857000059,1,17,20
439,1/20/2001,812443,35-39,115,100323,4711300985510,1,40,49
440,11/21/2000,838023,>65,115,120203,4714050000021,1,140,159
441,12/31/2000,1248791,35-39,221,100107,4710035350105,1,200,285
442,1/21/2001,1358582,40-44,110,760633,20513177,1,44,49
443,11/23/2000,1701364,30-34,105,100106,8992741956109,2,62,78
444,11/8/2000,1857801,35-39,115,100106,4710035363778,1,42,55
445,1/23/2001,1419436,35-39,110,510501,4971884802331,1,68,99
446,2/3/2001,1735383,45-49,106,500201,4710114128038,4,552,584
447,12/16/2000,1695366,35-39,221,110117,4978357989773,1,199,248
448,1/19/2001,1282146,60-64,221,130106,4710583996008,1,18,21
449,1/15/2001,2068770,40-44,221,520437,4711713010564,1,30,43
450,1/18/2001,1735789,25-29,115,530105,4014612508249,1,57,75
451,1/1/2001,2129099,25-29,221,100301,4710852003000,1,58,82
452,2/26/2001,1159486,45-49,221,100303,4712172202040,1,65,85
453,11/11/2000,2099040,35-39,115,560201,7610053910794,1,334,395
454,12/9/2000,1520262,35-39,221,100325,4711527088889,1,42,52
455,1/21/2001,1697001,30-34,115,530301,4710363432009,1,51,55
456,11/10/2000,2148670,30-34,221,100507,4710094097768,1,37,40
457,11/29/2000,1715484,40-44,114,470105,4909978199135,1,928,1111
458,12/2/2000,437585,40-44,105,100510,4710088424655,1,32,35
459,2/14/2001,1558418,35-39,221,520121,20217280,1,24,35
460,11/5/2000,1779790,60-64,110,100324,4710706555006,1,160,189
461,2/2/2001,1801712,<25,221,530209,4710731050101,1,80,86
462,11/5/2000,1329742,35-39,221,110411,4710199030479,1,20,25
463,1/27/2001,22934,45-49,115,120115,4714242832669,1,34,50
464,11/4/2000,1168709,45-49,221,100428,4711184739858,1,31,37
465,12/13/2000,1631074,30-34,221,520437,4716545000523,1,30,33
466,2/1/2001,1866865,35-39,221,110407,4710734001186,1,45,56
467,2/27/2001,2179230,25-29,110,100208,4718297890919,1,25,29
468,12/6/2000,1740653,45-49,115,560402,8712045008539,2,1266,1306
469,2/23/2001,1982640,,Unknown,100405,4710043981513,1,65,74
470,2/15/2001,1532395,30-34,221,110501,4711856000125,1,9,10
471,2/22/2001,2123431,40-44,221,110505,4711258004004,1,101,120
472,11/22/2000,1736892,35-39,106,500202,4710114361114,2,216,230
473,2/6/2001,1770940,45-49,106,712902,8888021200256,1,87,95
474,11/26/2000,521468,45-49,221,100401,4710043001556,1,225,239
475,2/22/2001,1845976,,Unknown,130201,4710105010137,1,37,43
476,1/14/2001,1641172,30-34,114,500546,4006765782027,1,120,175
477,12/16/2000,1575941,40-44,Others,100302,4710852888867,1,54,65
478,2/12/2001,1971057,<25,110,100505,4710018008634,1,62,72
479,11/5/2000,1474183,45-49,Unknown,100209,4710525600123,1,55,70
480,1/16/2001,2056678,30-34,115,470401,4973167342114,1,180,225
481,11/29/2000,950565,40-44,115,110109,27000666647,1,133,165
482,11/23/2000,2123370,60-64,115,100305,4712763100113,1,33,43
483,1/27/2001,426824,45-49,115,110509,4710570000022,2,50,60
484,12/3/2000,1586084,30-34,221,120103,4711524000433,2,34,38
485,1/20/2001,1171853,30-34,115,540206,4719852425041,2,284,418
486,11/22/2000,1687231,30-34,115,320104,4710431100588,1,142,188
487,11/13/2000,364881,35-39,115,100517,4710171083226,1,53,59
488,1/26/2001,1905236,35-39,221,130101,20412074,1,55,62
489,2/7/2001,496957,30-34,115,130206,4711080010112,1,34,40
490,12/9/2000,1945201,40-44,Others,500302,4716962133804,1,47,69
491,11/25/2000,925600,55-59,221,100302,41143024690,1,40,45
492,11/20/2000,2027050,35-39,221,110122,4710386123229,1,23,27
493,1/18/2001,1846812,,Unknown,560201,4901301046383,1,280,303
494,1/17/2001,1824209,<25,115,100319,4711311617899,1,13,16
495,1/1/2001,136099,50-54,115,110217,4710265849066,1,150,129
496,1/29/2001,764933,35-39,115,100108,7610700600054,2,246,298
497,11/18/2000,1536416,40-44,Others,470211,45040726,1,188,234
498,12/5/2000,1770377,25-29,115,720313,4971513240381,1,110,149
499,1/19/2001,1164565,30-34,221,110401,4710110221443,1,38,46
500,1/14/2001,64439,35-39,Others,530301,4710186063145,2,110,138
501,11/16/2000,734097,>65,110,100323,4713600888881,2,34,48
502,1/17/2001,1629316,<25,221,500201,4712425010712,2,242,198
503,2/13/2001,1857733,30-34,115,100311,8801266122145,1,114,150
504,1/22/2001,1883619,30-34,221,120103,4710011405133,4,92,110
505,11/5/2000,2083865,35-39,221,130205,4710105051420,1,14,18
506,1/3/2001,556842,40-44,221,110118,4711001300032,1,21,27
507,2/2/2001,160889,45-49,115,120203,4719090200035,1,33,43
508,11/2/2000,356220,60-64,115,110404,4710175566381,1,88,128
509,12/30/2000,1892901,30-34,221,110109,4710126392199,1,74,93
510,1/21/2001,1241563,50-54,115,120103,4710030346097,2,32,40
511,2/14/2001,1380545,30-34,115,530303,4710094034039,1,35,45
512,11/11/2000,1638929,40-44,221,520227,4715062822397,1,44,65
513,12/12/2000,1853018,25-29,115,530105,4710363724005,1,34,42
514,2/28/2001,794350,35-39,115,110133,4710475001209,1,50,65
515,11/19/2000,1560954,35-39,115,100443,4713115888819,2,32,44
516,2/12/2001,2141350,<25,115,100205,37000304593,1,40,36
517,11/22/2000,1594799,40-44,114,520472,4716349008282,2,92,138
518,2/7/2001,1663839,40-44,115,100325,8888812100321,1,50,68
519,11/30/2000,1736083,35-39,110,120103,4710011432832,2,52,66
520,12/8/2000,1195118,35-39,221,560402,8712045008539,1,633,653
521,1/25/2001,1562033,30-34,115,530114,4710221682836,1,85,109
522,1/13/2001,2127842,30-34,115,530404,4710363340007,1,80,105
523,1/13/2001,1651492,25-29,221,130205,4710105045726,2,22,30
524,11/12/2000,714020,35-39,Unknown,130304,47100312,1,8,11
525,11/26/2000,1828146,30-34,115,100505,4710154015206,1,32,36
526,11/26/2000,1576078,45-49,115,100305,4711202221143,1,65,81
527,2/8/2001,750448,35-39,Others,100312,37000440192,2,80,72
528,1/23/2001,2165899,55-59,221,530505,4710363522014,1,51,59
529,12/27/2000,694667,60-64,115,100511,4710085150328,2,16,26
530,11/2/2000,666244,30-34,221,110131,4710046036586,1,25,33
531,2/2/2001,2150987,<25,Others,530101,4710032500879,3,138,150
532,1/23/2001,1987492,>65,221,500201,4710908131534,2,266,278
533,2/10/2001,843577,45-49,115,500901,4719854078160,1,130,185
534,11/30/2000,776349,40-44,221,120101,4716007111118,2,196,232
535,1/13/2001,84208,30-34,221,110109,4716782102011,2,160,178
536,1/21/2001,1806410,30-34,221,500203,4710114606048,1,80,99
537,1/18/2001,1742572,25-29,Unknown,500542,51131763364,1,65,92
538,11/5/2000,721127,45-49,115,520328,4710017005313,1,23,35
539,11/28/2000,699570,35-39,221,130205,4710063412349,2,98,108
540,11/29/2000,1760903,40-44,Unknown,100419,38000080203,1,112,139
541,1/21/2001,1252712,35-39,221,100505,4710154620264,1,69,78
542,11/17/2000,1755565,35-39,115,110401,648636100154,1,77,110
543,12/2/2000,2112589,60-64,115,120103,4711524000617,2,34,38
544,1/21/2001,956307,35-39,115,110136,4710254049521,3,102,105
545,1/25/2001,1606577,30-34,115,130315,4710452110115,1,35,42
546,1/6/2001,902229,35-39,221,100511,4710085120161,1,19,25
547,12/31/2000,1368925,45-49,115,110406,4711663700010,2,16,22
548,11/11/2000,136136,35-39,115,110109,4710422600035,1,108,89
549,12/1/2000,25973,40-44,115,520457,4714276113888,1,220,245
550,2/19/2001,1079425,>65,115,760116,4717265990156,1,69,98
551,2/28/2001,1813340,30-34,105,500311,4710466103080,1,46,60
552,1/31/2001,1900835,35-39,115,100102,8000500029350,1,49,59
553,1/7/2001,950190,>65,115,500403,4716381081342,1,50,75
554,12/3/2000,1691108,35-39,221,530103,4710054138425,1,74,79
555,12/18/2000,1590937,35-39,115,100510,4710063315299,1,223,259
556,11/6/2000,2135038,25-29,115,520201,2230106000422,1,53,80
557,1/14/2001,1584318,35-39,115,100205,4710085120703,2,42,44
558,1/11/2001,919357,60-64,221,500804,9317358111137,1,80,105
559,11/3/2000,1858204,60-64,221,730719,4718647901043,1,320,490
560,2/19/2001,1344097,45-49,110,530105,4710168702079,1,97,112
561,12/4/2000,1563405,35-39,110,110106,4711271000014,2,28,18
562,12/10/2000,909174,30-34,221,100113,4710085185283,3,42,54
563,1/12/2001,1537918,30-34,110,120205,4711634002488,1,93,125
564,11/26/2000,2137063,25-29,110,530408,4710094004711,1,138,138
565,11/8/2000,1494068,30-34,Others,760120,4710177024322,2,60,90
566,12/7/2000,1651874,30-34,221,100511,4710294110212,5,30,40
567,2/8/2001,1058369,50-54,221,100205,37000329206,3,120,108
568,1/11/2001,1739268,35-39,115,100407,4710043654103,1,71,83
569,12/14/2000,883344,60-64,115,130308,4710191030057,1,35,44
570,1/23/2001,1722628,35-39,221,110110,4710549000039,1,80,99
571,11/23/2000,1548372,30-34,115,560517,2130008001773,1,60,85
572,1/7/2001,25805,30-34,115,130203,4710126194281,1,30,32
573,1/30/2001,995030,45-49,115,530404,4713089003102,1,145,179
574,1/31/2001,1534535,35-39,221,100205,37000304593,1,33,36
575,11/25/2000,1693409,55-59,110,100205,4710162000072,1,20,26
576,11/18/2000,1697193,30-34,110,110217,4719090900058,1,145,195
577,1/26/2001,1761443,,221,530105,4710494050110,1,93,109
578,11/11/2000,1559491,<25,221,130315,4714981010038,2,56,30
579,11/19/2000,502542,45-49,221,130315,4714981010038,1,25,25
580,1/1/2001,1184570,35-39,Others,100402,4714532121084,1,49,65
581,11/25/2000,1686166,50-54,110,130204,4710105010182,1,39,54
582,11/4/2000,845038,50-54,115,300209,4715484000229,1,40,59
583,12/11/2000,1191004,25-29,115,530209,4714058833133,2,180,198
584,2/25/2001,1680843,35-39,115,120103,4710857000059,1,17,21
585,11/3/2000,1658644,30-34,114,560204,4521194100018,1,49,45
586,2/28/2001,1434156,45-49,221,500301,4710466104247,1,99,135
587,2/5/2001,682862,35-39,221,110401,4710088410139,1,48,54
588,12/17/2000,1454963,30-34,Others,560517,2130008001308,1,50,66
589,1/23/2001,1000467,25-29,221,530222,4710028101042,1,41,59
590,12/17/2000,39642,45-49,115,110507,4710626622819,2,70,78
591,1/22/2001,1200966,50-54,115,760909,5503021225001,1,75,119
592,12/3/2000,1454833,45-49,221,110119,4711258002505,1,61,75
593,1/19/2001,1205275,40-44,Others,520508,4710017008130,1,38,55
594,11/12/2000,126076,50-54,114,590531,4715824002012,1,76,109
595,1/21/2001,1533903,50-54,221,100317,4712697490816,1,42,49
596,1/2/2001,1617320,30-34,221,100515,4710058282087,3,78,99
597,11/30/2000,776349,40-44,221,130304,47100312,2,16,20
598,11/13/2000,1989397,35-39,221,760681,4713045014722,1,22,29
599,1/10/2001,1616965,40-44,115,530103,4710036029048,1,98,122
600,2/4/2001,778091,40-44,106,100309,4710740600151,1,82,105
601,11/12/2000,2115634,30-34,Others,130204,4710088434692,1,114,125
602,2/24/2001,1640946,35-39,114,520473,4710017098100,2,40,58
603,11/21/2000,61681,35-39,115,510501,8851991042102,1,75,110
604,12/2/2000,311885,35-39,115,110201,4712500125126,1,95,115
605,11/7/2000,1507041,35-39,105,100202,4713608110311,1,15,19
606,12/6/2000,2095592,40-44,110,100307,4711300986999,1,40,52
607,2/25/2001,311021,45-49,Others,130204,4710101201218,2,110,138
608,11/10/2000,2128245,35-39,Others,130315,4714981010038,2,56,30
609,11/9/2000,758994,45-49,110,130315,4714981010038,2,56,30
610,2/14/2001,1272857,30-34,221,760586,20360016,1,13,19
611,1/20/2001,1970777,35-39,221,100310,4710740600243,3,294,376
612,11/5/2000,41263,>65,115,130315,4713985863121,2,56,56
613,2/6/2001,534413,45-49,115,110203,4711123210059,1,41,52
614,11/19/2000,45957,50-54,115,530220,4710094021466,1,61,71
615,2/9/2001,2115580,40-44,115,760224,4713045614335,1,66,88
616,11/25/2000,1184334,>65,221,100505,4710085127016,1,27,29
617,2/6/2001,2097114,30-34,115,530403,4710530011051,2,264,258
618,2/19/2001,338509,>65,115,110217,4719090900065,1,150,158
619,11/2/2000,23795,55-59,115,110217,4710265847666,1,180,135
620,11/9/2000,1660562,40-44,221,130206,4711080010112,1,34,40
621,2/8/2001,2030968,35-39,115,130306,4972045758337,1,51,66
622,11/3/2000,689281,>65,115,130401,4711587809011,1,76,90
623,11/19/2000,601665,45-49,105,500804,9310022862601,3,69,81
624,1/22/2001,1284911,45-49,115,100505,4710018004605,1,35,37
625,1/14/2001,425940,40-44,115,110109,4716782102028,1,80,89
626,1/30/2001,1624809,35-39,Others,760702,4715140000310,3,75,93
627,2/16/2001,2164083,45-49,115,520319,4718057600987,16,272,400
628,11/12/2000,2136455,40-44,221,120105,4719090105002,2,56,67
629,1/19/2001,1888539,60-64,Unknown,100112,723125488033,1,45,55
630,11/30/2000,2079288,<25,221,100102,40000915409,1,35,41
631,2/19/2001,729291,45-49,221,100403,4710498232284,1,163,159
632,1/18/2001,1735123,25-29,115,110109,4710043552102,1,192,208
633,2/20/2001,678643,35-39,221,130205,4710088436207,1,15,19
634,1/2/2001,1538045,30-34,115,530209,4714058833218,1,78,85
635,2/12/2001,774550,40-44,115,100205,37000329206,4,160,144
636,2/10/2001,1781823,35-39,221,110403,4710175565162,1,31,38
637,2/11/2001,664394,55-59,115,120102,4710011408011,1,25,32
638,11/16/2000,1157185,35-39,115,110401,4902105011621,1,103,138
639,12/8/2000,1661644,25-29,114,100205,4710247006128,1,73,89
640,12/26/2000,1029703,45-49,115,120112,4711634002792,1,44,52
641,12/4/2000,1283709,35-39,221,100414,9556465300021,1,101,129
642,1/23/2001,1859904,45-49,114,130204,4710088434692,1,114,125
643,1/20/2001,1558043,40-44,105,560402,4710628131012,1,389,439
644,11/15/2000,1840698,35-39,221,100505,4710154015206,2,64,67
645,12/26/2000,41171,35-39,115,530101,4903111145744,2,68,98
646,12/10/2000,2154428,45-49,Others,100205,4710247005831,1,75,85
647,12/15/2000,1792645,30-34,114,500106,2250271000317,1,8,13
648,2/7/2001,433129,35-39,221,520437,4716514525002,1,120,179
649,1/22/2001,1382327,,221,100419,38000080203,1,94,99
650,1/18/2001,1167429,40-44,110,100503,4714108700040,2,36,46
651,2/21/2001,1840452,45-49,Others,320101,4710431201278,3,300,435
652,1/17/2001,1825565,<25,115,100205,37000329206,1,33,47
653,11/23/2000,1427431,50-54,114,501103,4713645080011,1,210,295
654,1/22/2001,2065984,45-49,Unknown,100106,8886001012592,1,25,34
655,1/8/2001,909099,,115,100505,4710018008634,1,62,72
656,2/16/2001,1553321,45-49,221,110411,4710088414137,1,27,33
657,1/21/2001,1788013,40-44,115,100102,40000757320,1,69,89
658,1/20/2001,1728095,35-39,115,530301,4710363431002,1,36,48
659,12/9/2000,1641028,35-39,221,720136,4717205095538,1,110,159
660,1/23/2001,922753,30-34,115,110603,4710254011634,1,89,105
661,12/8/2000,1361919,50-54,Others,130313,4711437000018,1,39,47
662,12/29/2000,1985269,50-54,110,100304,4710362010215,1,81,99
663,1/19/2001,1627213,40-44,115,130207,4710088434258,1,28,35
664,11/7/2000,1513738,40-44,221,530404,4710038850039,1,115,120
665,12/16/2000,1743166,25-29,115,110406,4710943109253,5,85,110
666,11/18/2000,1764215,55-59,Unknown,110506,4710320224272,1,103,123
667,11/18/2000,140461,30-34,Others,590305,4710717900192,1,113,149
668,11/19/2000,656818,30-34,115,470102,4973167341230,1,839,1044
669,1/29/2001,2088372,40-44,221,110513,48001271340,1,142,180
670,1/23/2001,1960525,30-34,221,500208,4710114307037,1,64,79
671,2/9/2001,1299854,25-29,115,520425,3960097006002,1,26,39
672,1/9/2001,437691,25-29,115,100205,4901005132702,1,38,48
673,2/17/2001,1960648,45-49,115,100205,4973540001256,2,58,78
674,2/25/2001,1578799,30-34,221,110411,4710109770396,2,48,66
675,11/15/2000,1651591,50-54,115,500540,4719857525326,1,75,105
676,1/1/2001,2113579,30-34,115,530110,4710735315008,1,90,119
677,2/24/2001,2005393,60-64,221,110136,4710088410207,1,44,55
678,2/14/2001,1721751,60-64,114,110117,4710063031144,2,114,60
679,2/17/2001,1804744,35-39,115,110410,4710088411785,30,720,900
680,2/12/2001,1912494,45-49,221,110411,4710085172696,3,60,84
681,11/10/2000,932974,,Unknown,110207,4711408000252,2,46,62
682,11/3/2000,504256,40-44,115,100314,4711767670103,1,45,58
683,1/23/2001,171878,35-39,115,110109,4710043552102,1,192,181
684,2/3/2001,267120,45-49,105,100201,4710247006562,1,63,79
685,2/4/2001,1232967,60-64,221,130208,4710105051628,2,20,26
686,2/16/2001,1731712,30-34,115,100202,89782010797,1,40,55
687,11/18/2000,1309669,50-54,Others,110602,4710167117041,1,16,21
688,11/14/2000,1608939,35-39,115,530206,4710312030645,2,68,80
689,12/2/2000,1985801,30-34,115,130204,4710105015521,1,103,116
690,11/5/2000,1635966,50-54,110,100111,4711507101164,1,55,74
691,2/4/2001,1839067,30-34,114,110401,4710008290094,1,46,57
692,2/4/2001,1350487,40-44,221,100414,4712277610108,1,95,132
693,11/6/2000,1859164,35-39,115,530209,4714058833126,1,90,99
694,1/28/2001,862486,30-34,115,130201,4710043000498,1,52,66
695,12/3/2000,1465662,35-39,114,110506,4710057160027,1,160,189
696,1/13/2001,1633641,40-44,115,530301,9555008600000,1,63,75
697,11/22/2000,1739978,55-59,Others,110518,4710626844259,1,79,84
698,12/9/2000,1097771,45-49,110,110137,4711001302104,1,64,68
699,1/28/2001,1276480,35-39,Unknown,760116,4717265990156,1,69,75
700,11/4/2000,2005959,25-29,221,300115,20566395,1,6,9
701,1/18/2001,1465662,35-39,114,100205,4710085120703,1,21,28
702,11/19/2000,443531,45-49,115,760135,4714082270102,1,114,159
703,11/12/2000,1524963,45-49,Others,530111,4710363223201,1,79,105
704,11/27/2000,1496383,35-39,115,500203,4710114604112,1,75,79
705,12/3/2000,1796919,30-34,115,712902,8888021200720,1,87,94
706,11/5/2000,1688375,25-29,221,110411,4710088414137,2,48,66
707,12/11/2000,1945805,30-34,221,100110,4710035310055,1,51,62
708,1/17/2001,1709254,30-34,221,520473,4711713500065,1,110,155
709,11/4/2000,75374,60-64,115,100402,50000301829,1,50,59
710,11/26/2000,1173819,40-44,110,110217,4713593000321,1,170,189
711,12/17/2000,1741384,35-39,114,560336,4710091110521,1,151,189
712,1/12/2001,1504477,55-59,110,110403,4712278882177,1,33,45
713,1/10/2001,1564143,35-39,110,500201,4710114128618,1,120,127
714,12/27/2000,1672831,>65,115,530114,4710094009273,1,213,265
715,12/16/2000,1096071,30-34,221,300105,4901601672435,1,48,75
716,2/20/2001,342070,>65,221,530407,4710060000099,2,60,38
717,1/22/2001,525954,40-44,110,500804,9310022707407,2,42,54
718,12/25/2000,75275,45-49,115,100312,37000445111,2,66,76
719,11/26/2000,933988,60-64,221,100314,4710467551224,1,42,48
720,1/26/2001,1986891,>65,221,110103,4711985100024,1,52,58
721,1/22/2001,1387674,40-44,115,100511,4710632001318,2,14,20
722,2/17/2001,1545074,45-49,221,110217,4710265849066,1,155,195
